type,description,severity,location.type,location.coordinates[0],location.coordinates[1],location.name,reportedAt,verified
harassment,Majority yet option student evidence role save east force often through option.,5,Point,77.2512709853855,28.504369762441083,Sangam Vihar,2024-08-11T07:53:12,False
harassment,Together individual analysis yard safe mean international hour special recent better manager bar.,4,Point,77.08822680161933,28.482479480845708,Sikandarpur Metro,2025-04-02T22:35:26,False
theft,Really image design grow dream your.,2,Point,77.05178758277309,28.62097141462368,Uttam Nagar,2024-06-20T15:52:06,False
other,Protect class learn now on with less catch reflect continue the phone.,2,Point,77.18583681042972,28.49928159433286,Chattarpur,2025-03-14T20:13:52,False
other,Team audience throw four allow international.,3,Point,77.20995791009956,28.522252524562163,Saket,2024-09-27T06:00:28,False
other,My some skin ball thing save area war push thousand book half people.,3,Point,77.04921437751128,28.61814056374951,Kali Basti,2024-11-03T10:45:31,True
theft,Compare next attack remember daughter wonder draw box long voice.,3,Point,77.25794674979863,28.734052371997276,Sonia Vihar,2025-01-25T18:29:35,False
theft,Send set fly today me institution approach health.,3,Point,77.06841577271997,28.47986821623735,IFFCO Chowk,2024-12-07T04:09:41,False
harassment,May stop like mother stay tonight later happy pull really within third.,5,Point,77.13470410838316,28.666312728407938,Zakhira Flyover,2024-08-26T14:58:16,False
harassment,Beautiful hospital condition when baby clearly born challenge character daughter weight.,5,Point,77.24609928463917,28.545425037685252,Sant Nagar,2024-06-23T06:52:38,False
harassment,Indicate radio use listen information scene again country against.,2,Point,77.21183495053553,28.645971491260617,Paharganj,2025-04-21T22:28:07,False
poor_lighting,Strong mind from official pretty skin main program.,3,Point,77.4262440464796,28.707409575341426,Hindon Flyover,2025-01-06T08:53:45,False
poor_lighting,Knowledge fight car smile commercial employee machine wife show another good lay coach.,3,Point,77.22221731052817,28.708287705341252,Majnu Ka Tilla,2025-06-08T08:55:11,False
unsafe_area,Republican expect win stuff realize project child draw.,4,Point,77.04779858195104,28.619281027508343,Kali Basti,2024-06-30T10:56:52,False
poor_lighting,Off kid hard day religious program within challenge large wish.,2,Point,77.0894873041198,28.692875732162854,Begumpur,2025-01-07T17:18:05,False
harassment,Building agent use shoulder way until choose wife national.,3,Point,77.22144843884921,28.644268771041936,GB Road,2024-12-28T12:47:00,False
poor_lighting,Positive far time wide senior yes project son rock two.,3,Point,77.12257857370061,28.53570995826491,Mahipalpur,2024-10-24T00:09:22,False
unsafe_area,Rule too cause nearly final husband subject.,4,Point,77.42613053940522,28.707742034784797,Hindon Flyover,2024-12-04T16:09:19,True
other,Begin area political on develop very everyone against Mrs knowledge.,5,Point,76.99420259068197,28.608771299642036,Najafgarh,2025-03-02T06:45:38,False
theft,Wish hour make owner memory argue project.,3,Point,77.2429014535522,28.568450361112248,Moolchand Flyover,2024-11-15T20:53:51,True
unsafe_area,Respond into history activity general final knowledge.,2,Point,77.04910926789044,28.61973606213868,Kali Basti,2025-01-18T08:35:43,True
other,Democratic thousand score indeed kind clearly road.,5,Point,77.24604774571777,28.54647081961815,Sant Nagar,2025-05-29T02:46:44,True
unsafe_area,Rock increase structure our century field write moment friend value opportunity.,5,Point,77.10784096154384,28.720355167388327,Rithala Metro,2024-11-07T09:50:28,False
poor_lighting,According police event company left nothing trip.,2,Point,77.24311731985433,28.569375307540515,Lajpat Nagar,2024-08-30T20:36:13,False
poor_lighting,Strategy face make state few one management science.,2,Point,77.1913258148112,28.64817313134148,Mera Bridge,2024-09-09T16:04:07,False
theft,Social child feel policy PM buy.,3,Point,77.17153816715853,28.46115539049218,Fatehpur Beri,2025-02-28T02:09:06,False
harassment,Individual man reach each budget everyone yes at seat.,5,Point,77.24379474310835,28.568523030876104,Moolchand Flyover,2025-01-26T03:18:50,False
theft,Not than physical live reason build mention offer suddenly clear around floor.,4,Point,77.22088600993611,28.643116687765794,Kamla Bridge,2025-05-21T13:53:55,False
unsafe_area,Group apply guess player western any factor.,5,Point,77.08881799603778,28.693903172346186,Begumpur,2025-02-17T14:48:06,True
other,Message short consumer behind sell myself.,5,Point,76.99251469514536,28.609668974311685,Najafgarh,2025-05-19T07:08:52,False
other,Step rate feeling rate read benefit oil statement actually million.,4,Point,77.10631620906118,28.720596951852507,Rithala Metro,2024-11-06T08:07:58,True
poor_lighting,Include TV clear design me story somebody next ready weight suffer Republican.,3,Point,77.08932218755113,28.692722293815855,Begumpur,2025-03-14T04:58:18,False
theft,Individual trouble bring capital admit give reality.,3,Point,76.99298060415535,28.60953458717116,Najafgarh,2024-08-07T11:05:34,True
poor_lighting,Threat our shake garden report agreement sport develop task central dinner.,2,Point,77.15201080114093,28.649342566395188,Shadipur Metro,2024-08-02T03:40:51,False
unsafe_area,Candidate bad real six back simple serious amount.,5,Point,77.24957063800966,28.50477654984201,Sangam Vihar,2024-07-26T08:19:10,False
poor_lighting,Soldier message arrive budget education at.,2,Point,77.03597662717976,28.812772636221865,Bawana,2025-02-28T17:44:42,False
other,Senior site turn day top continue.,4,Point,77.24428127738919,28.569390838488488,Lajpat Nagar,2024-10-28T23:55:11,False
poor_lighting,Before suffer walk we girl civil.,2,Point,77.22248183778314,28.708941561745522,Majnu Ka Tilla,2024-12-25T21:38:22,False
poor_lighting,Drop now between official add describe course example top Mr wind better degree.,2,Point,77.22144665585077,28.708444507023025,Majnu Ka Tilla,2024-12-27T06:49:44,False
poor_lighting,Hand operation keep whatever Congress great here Democrat dinner both world buy.,3,Point,77.4256881022433,28.70662111847081,Hindon Flyover,2024-07-27T07:36:35,False
harassment,Career several relate news American foreign break exist outside find wish know.,2,Point,77.21018908760996,28.522244439364812,Saket,2025-01-15T14:15:32,True
other,Fact talk country attorney subject little quickly conference your man black.,4,Point,77.0383416982927,28.586426214508027,Dwarka Sec 9,2024-12-01T14:23:18,True
poor_lighting,Probably be century husband opportunity big understand within ask window full organization.,3,Point,77.03648569024662,28.81337438319876,Bawana,2024-11-18T11:38:07,False
poor_lighting,Do interesting material share she order series.,2,Point,77.25067516169149,28.59215788235487,Nizamuddin Station,2025-04-21T13:06:09,False
poor_lighting,Green project wear would memory challenge lawyer business majority discuss wall.,2,Point,77.2215470557244,28.708009427002846,Majnu Ka Tilla,2024-06-26T00:25:54,False
other,Scene store marriage ago condition painting force.,3,Point,77.2586271383342,28.73477915418126,Sonia Vihar,2024-10-10T01:14:50,True
unsafe_area,Perhaps set produce mind man letter family marriage measure my special music adult.,5,Point,77.06885480055188,28.4790580508972,IFFCO Chowk,2025-04-07T04:03:27,True
poor_lighting,Wrong they budget late table kind.,2,Point,77.03621369547596,28.813184012784394,Bawana,2024-06-28T10:45:25,False
harassment,Computer process single those clearly issue.,3,Point,77.24425397027052,28.567152531422575,Moolchand Flyover,2024-10-13T19:43:25,False
unsafe_area,Maintain body push process rate occur live take media hot.,4,Point,77.21174768765935,28.644734040374534,Paharganj,2024-12-23T14:14:38,True
unsafe_area,Wife pay good within fly agreement and student give score agree through game.,4,Point,77.20447356030934,28.52806733046007,Hauzrani,2024-07-22T06:45:24,True
poor_lighting,Generation group goal product easy possible or travel assume figure front.,2,Point,77.22131378847239,28.644329767017783,GB Road,2024-06-22T03:07:03,False
theft,For leave tell nothing top entire receive onto worry help hope occur.,3,Point,77.24276241155283,28.56815433765627,Moolchand Flyover,2025-04-24T09:32:17,False
harassment,Beyond push from me share fund pass guy job market suggest skin.,4,Point,77.2586842543101,28.73522222018019,Sonia Vihar,2025-05-06T20:18:08,False
other,Degree enter father of source person when response official option event note.,2,Point,77.24959592075142,28.505187848135748,Sangam Vihar,2025-01-06T17:15:38,True
harassment,Interview girl baby statement measure feel professional finish increase economy middle public.,2,Point,77.24326050752585,28.567533551130357,Moolchand Flyover,2025-01-13T03:02:27,False
theft,Thing physical might cost material produce station visit.,3,Point,77.21106062268034,28.522690384058443,Saket,2024-09-26T12:43:57,False
other,Speak table trade various risk art customer leg drive second she such.,4,Point,77.2115014526924,28.6456455955536,Paharganj,2024-11-20T19:17:29,False
other,Team treat plant suffer environment expert civil rather door draw.,2,Point,77.21166952013233,28.64496541353634,Paharganj,2024-08-11T17:08:17,False
poor_lighting,Agree someone financial magazine yard instead town dark.,2,Point,77.03551951246106,28.8121158436731,Bawana,2024-09-28T09:14:54,True
theft,Ahead smile everyone nearly popular amount reveal.,5,Point,77.21950547599812,28.644661207232392,GB Road,2025-04-14T06:20:08,False
other,Area to finish fear as western.,5,Point,77.20928016534715,28.661698288985335,Sadar Bazar,2025-05-28T17:55:15,False
poor_lighting,Public though however style successful door number matter building professional.,2,Point,77.21205458190585,28.645313502469488,Paharganj,2025-01-25T21:17:33,True
harassment,Edge this draw business southern forget once hope security door institution certain.,3,Point,77.05280449737147,28.622548280898325,Uttam Nagar,2024-08-21T11:56:40,False
unsafe_area,Wide keep effect operation make hear we first.,2,Point,77.12391640800969,28.53468999694066,Mahipalpur,2024-11-26T01:19:00,True
theft,Radio white these view guy resource start again whom paper success production.,4,Point,77.27687542903357,28.682115054808477,Seelampur,2024-07-05T16:58:18,False
poor_lighting,Education his police red total rate movement door kind.,3,Point,77.19180155502856,28.647765738840604,Mera Bridge,2024-06-17T12:42:21,False
unsafe_area,Until truth feeling view series father teacher civil keep first speech.,5,Point,77.08919769296774,28.6937997981939,Begumpur,2025-02-19T17:54:24,False
theft,Smile ever bag single man say unit four institution truth beyond.,2,Point,77.21078869969486,28.663363138341047,Sadar Bazar,2024-08-15T17:53:48,True
other,Media goal own spend scene law agree appear political.,5,Point,77.21055950155824,28.521662521121076,Saket,2025-02-14T04:52:17,False
theft,Social carry husband pick finish bank citizen might wide store shake.,5,Point,77.24272587495875,28.568540795971273,Moolchand Flyover,2025-05-09T09:37:55,False
harassment,Rate society floor long same end reach step son cup increase consider then.,4,Point,77.04772472042598,28.619209947137747,Kali Basti,2025-05-04T15:09:40,False
poor_lighting,Difference way type positive phone trade wind cup red collection husband investment employee.,2,Point,77.18565330393685,28.498465695814218,Chattarpur,2024-07-19T01:29:59,False
theft,Color note add moment significant up still management difference data.,2,Point,77.03846874284083,28.585623289734773,Dwarka Sec 9,2025-05-15T05:13:16,False
unsafe_area,Explain management candidate task outside yet executive quality industry.,3,Point,77.2107832959223,28.521449730484957,Saket,2024-11-20T03:06:33,True
harassment,Agreement wish dog late eat old positive.,3,Point,77.08865727518503,28.693300991139463,Begumpur,2024-07-17T18:31:51,False
unsafe_area,Light the window huge defense himself.,5,Point,77.19189619717132,28.64900252257545,Mera Bridge,2024-11-25T20:44:46,False
poor_lighting,Eight believe arrive four dog traditional you vote whose our security animal effect.,2,Point,77.08919047792932,28.48356134147789,Sikandarpur Metro,2025-02-10T03:01:07,True
unsafe_area,Few house he whose nice oil employee mean us there.,2,Point,77.15070033943095,28.64901426202281,Shadipur Metro,2024-08-04T16:58:04,True
other,Fish most center bring analysis campaign the.,3,Point,76.99341241584644,28.609809191967123,Najafgarh,2025-05-04T16:19:34,False
theft,Security unit executive theory party seven enough fine throughout.,5,Point,77.05263483279973,28.62146394525111,Uttam Nagar,2024-10-15T00:27:42,False
unsafe_area,Shake character table price sometimes apply chance discover along employee relationship job.,2,Point,77.10741782050762,28.720194874044648,Rithala Metro,2025-05-28T03:01:34,True
poor_lighting,American ground remember magazine manage suffer term buy behavior test Congress collection.,3,Point,77.24269155621971,28.56910419210652,Lajpat Nagar,2024-12-29T01:10:05,True
unsafe_area,None production defense your above short Congress turn east.,2,Point,77.2763918429343,28.681908578622505,Seelampur,2024-12-24T22:07:03,True
theft,Thought ago race quite hour opportunity week.,5,Point,77.15108115752813,28.649549108287417,Shadipur Metro,2025-05-05T12:34:53,False
harassment,Child ball store process law western order accept wide prevent.,2,Point,77.42600100919393,28.707644290347275,Hindon Flyover,2024-12-07T10:36:19,False
unsafe_area,Water yourself trade someone can tell soon executive sometimes season.,2,Point,77.27609714321126,28.68246072869504,Seelampur,2025-01-12T23:15:15,False
other,High human concern whole tend become system clear single expect sell pressure building.,3,Point,77.21014730054037,28.52268363542525,Saket,2024-12-22T02:23:47,False
unsafe_area,Save TV tough page grow benefit happen customer knowledge hold environmental.,4,Point,77.21086932527749,28.645408220238703,Paharganj,2025-02-02T14:58:11,False
poor_lighting,Bed institution happy control piece behavior message wind put positive require.,3,Point,77.21664098329983,28.54012718707536,Malviya Nagar,2025-06-10T21:50:22,False
theft,Money positive base life bad soon feel worker range feel eat into.,5,Point,77.27777287371082,28.682605048899354,Seelampur,2025-01-21T06:31:31,False
other,Necessary true message member including let.,3,Point,77.12364833517842,28.53490177816465,Mahipalpur,2025-03-21T05:09:51,True
theft,Spend green one shoulder administration scientist leg skill successful and indicate region finish.,3,Point,77.24398862394746,28.568707786878086,Lajpat Nagar,2025-03-22T16:26:24,False
poor_lighting,Serious last space game truth special decision back word else pull.,3,Point,77.21098534730177,28.662565612542192,Sadar Bazar,2024-11-29T22:41:15,False
unsafe_area,Adult house actually pretty least if price season rise field spend pattern.,2,Point,77.20315054428251,28.528245459972418,Hauzrani,2025-03-09T16:49:39,True
theft,Source because career course staff receive could agree loss certain drop.,4,Point,77.05142187078869,28.62230037003734,Uttam Nagar,2025-05-07T12:14:00,True
theft,Teach Mrs beat show challenge instead bring total school knowledge machine after last drug.,2,Point,77.25009028113193,28.505381189700728,Sangam Vihar,2024-10-06T23:24:59,False
poor_lighting,Stop hot free bill summer it indeed many official room yourself already hundred.,3,Point,77.0494360707473,28.618104960012676,Kali Basti,2024-12-30T20:12:38,False
other,Right very toward test discussion art affect office network environmental possible threat bring.,5,Point,77.18576861434573,28.498075190945134,Chattarpur,2025-02-11T07:20:32,False
harassment,Large job claim risk light just medical onto rate two.,5,Point,77.20501340394001,28.527975109297284,Hauzrani,2025-05-11T22:09:16,False
other,Capital fall represent where strategy pull same somebody son suddenly perform.,2,Point,77.12290268225675,28.534525930475347,Mahipalpur,2024-10-02T04:04:50,False
theft,Project can current paper beyond indeed year.,4,Point,77.08879323027341,28.48311021541042,Sikandarpur Metro,2024-10-10T09:37:45,False
poor_lighting,Decide another adult thing ground city still thus allow.,3,Point,77.0360653177034,28.811754851796977,Bawana,2024-07-09T04:47:41,True
other,Issue pay building difference election future great another there environment.,2,Point,77.2218570156288,28.708754396454104,Majnu Ka Tilla,2024-08-12T04:28:23,False
theft,Page bit anyone watch sometimes while sense window sit participant teach big.,4,Point,77.27693266267642,28.681411290272038,Seelampur,2025-01-18T22:00:56,False
theft,Medical cold brother day gun rock.,4,Point,77.04924732189971,28.61909376066403,Kali Basti,2025-03-16T11:56:58,False
unsafe_area,Seven marriage that child hair standard but dark wide shoulder according.,4,Point,76.99391536312278,28.60864576159096,Najafgarh,2025-05-04T16:24:47,False
other,Game measure be head senior guess professor charge send instead direction soon.,2,Point,77.22131874098503,28.709572516478673,Majnu Ka Tilla,2024-11-22T00:38:37,False
harassment,Together weight might radio want kind show response military attorney full.,4,Point,77.15112670762038,28.648342396162203,Shadipur Metro,2024-11-17T11:02:45,False
poor_lighting,Its hotel also two character off within woman.,2,Point,77.10733656120198,28.72190061655272,Rithala Metro,2025-04-20T19:16:04,False
harassment,Win information though red them return finish general still too particular chair.,4,Point,77.22080899291697,28.64279133449257,Kamla Bridge,2024-11-18T08:21:51,False
harassment,Popular thought person peace kind generation speech possible simple thing base.,4,Point,77.2162924131713,28.538962745215237,Malviya Nagar,2025-01-09T04:37:54,True
other,Hope rest they minute must degree memory fine future player.,4,Point,77.25053373564515,28.504049411459434,Sangam Vihar,2024-06-23T13:41:42,False
unsafe_area,Three music else strategy fight institution.,2,Point,77.08900305639196,28.48219286793915,Sikandarpur Metro,2024-12-27T16:53:20,False
harassment,Rule success employee medical buy series walk.,3,Point,77.19254663703647,28.64934325753981,Mera Bridge,2024-12-05T17:55:10,False
theft,Occur accept fund door second ok research visit program.,3,Point,77.13444841890389,28.666929901711423,Zakhira Flyover,2025-05-08T10:39:34,True
harassment,Doctor federal project spring of cause help scene black might court sing lawyer.,3,Point,77.06933373656767,28.478247505892206,IFFCO Chowk,2024-08-10T09:21:50,True
harassment,Stock bank artist thousand live land hard moment open million house.,3,Point,77.13471616841065,28.666788429573952,Zakhira Flyover,2024-09-24T21:11:31,False
poor_lighting,Material interest key use majority wind statement certain camera represent can relate tell.,3,Point,77.18546043452925,28.49837606520729,Chattarpur,2024-07-30T07:46:13,False
unsafe_area,Lay allow church next TV budget system book.,2,Point,77.24378284549296,28.56776966874012,Moolchand Flyover,2024-11-05T00:10:46,False
harassment,Face mission brother figure hear family agreement central six instead view figure exist.,4,Point,77.04791227108373,28.619756095500332,Kali Basti,2024-08-24T13:47:28,False
other,Able natural attack and loss finally laugh full help strong street car.,2,Point,76.99435338175948,28.609063034888585,Najafgarh,2024-08-07T06:30:35,False
unsafe_area,Pm seven project chance road become person perhaps hold too fund animal.,3,Point,77.24277276292065,28.56776693552762,Moolchand Flyover,2025-03-01T20:22:41,False
theft,Save position tend religious occur someone religious night buy nice court.,4,Point,77.20492833783277,28.528554578091008,Hauzrani,2025-02-09T18:07:42,False
harassment,Officer apply now country live to build view conference affect skill early.,3,Point,77.10611005967814,28.720246470317868,Rithala Metro,2025-03-15T12:13:20,False
poor_lighting,Know southern parent I and technology age join increase teacher fish either boy.,2,Point,77.19280709275195,28.648896593173465,Mera Bridge,2024-07-23T01:14:42,False
other,Collection century eight bed fill imagine college pass foot agree around hope.,3,Point,77.42554157593872,28.70642190871513,Hindon Flyover,2024-10-16T18:23:28,False
harassment,Include food heart still building dark sell.,3,Point,77.03583458528895,28.812741955822702,Bawana,2025-01-28T01:34:31,True
other,Manage sell his boy art let imagine machine imagine.,2,Point,77.2459347255148,28.54578130533504,Sant Nagar,2024-09-13T06:00:27,True
poor_lighting,Especially white push east never size.,3,Point,77.22081094596139,28.64425643029319,GB Road,2024-10-10T18:35:09,True
theft,Image base player data whose health world site Mr interest treatment later a.,4,Point,77.13425669215644,28.666171722460547,Zakhira Flyover,2024-12-11T22:15:34,False
other,Eye will a value lot our style herself goal place one member animal.,4,Point,77.25161731784385,28.592215399529284,Nizamuddin Station,2025-03-28T13:04:22,True
theft,None feel house but cause news evidence it particular whatever five radio.,3,Point,77.12368167708868,28.53592439825445,Mahipalpur,2024-10-25T12:58:50,True
theft,Woman remain event production focus decision where foreign trial.,4,Point,77.10702569675216,28.721755771659016,Rithala Metro,2024-08-05T09:48:10,False
unsafe_area,Participant above act community new recent.,2,Point,76.99371325533214,28.60885154032179,Najafgarh,2024-12-21T08:58:54,False
other,Mrs skin power back all story public public good spend still.,3,Point,77.27777267166415,28.68192646930119,Seelampur,2024-10-31T11:52:16,True
harassment,Concern should recent across leg view know develop after exactly.,2,Point,77.13475780157455,28.666825284799664,Zakhira Flyover,2025-06-07T07:26:48,False
harassment,Course staff personal space determine woman whose already manage region.,4,Point,77.17299745635002,28.460886938647835,Fatehpur Beri,2025-02-04T19:58:09,False
poor_lighting,According worker point book everyone matter color create.,3,Point,77.25124428968712,28.591046613295248,Nizamuddin Station,2025-03-28T09:38:30,False
theft,Public owner compare open second camera value talk thing rock ever summer age.,5,Point,77.2032811080485,28.528202246342754,Hauzrani,2025-03-10T14:29:04,False
theft,Pass quite third ability interview pull practice take follow such imagine business.,3,Point,77.21928074138532,28.643414412142548,Kamla Bridge,2025-01-01T18:15:02,True
unsafe_area,Many military analysis return another truth mother first hot free they.,4,Point,77.25122294475567,28.5906808396521,Nizamuddin Station,2025-04-24T03:26:44,True
poor_lighting,Wrong difficult ready when true culture.,2,Point,77.24991354814944,28.504085616881675,Sangam Vihar,2024-10-20T07:59:04,False
unsafe_area,As personal agreement it agency something various subject east.,5,Point,77.10786310396264,28.721835803888062,Rithala Metro,2024-12-15T09:26:30,True
harassment,When strategy start mind door authority outside just believe.,4,Point,77.12292663213877,28.536169744532433,Mahipalpur,2024-12-04T20:39:42,False
unsafe_area,By window true help three really site artist sort area particularly it big.,5,Point,77.2223066730931,28.70873059355598,Majnu Ka Tilla,2024-07-06T03:23:19,False
unsafe_area,Appear sure I pay in ten skin perhaps law less into per big.,3,Point,77.25020579601552,28.505032743564335,Sangam Vihar,2025-02-22T06:24:57,False
unsafe_area,Law foreign court bill organization attack.,2,Point,77.21977793661415,28.64500367396894,GB Road,2025-04-17T01:16:58,True
other,Toward call meeting green loss per control case.,4,Point,77.13397381135162,28.66562303420827,Zakhira Flyover,2024-07-01T14:09:29,False
theft,Camera once message prepare group on.,5,Point,77.21054051131775,28.663022345258746,Sadar Bazar,2025-01-10T15:12:48,False
unsafe_area,Challenge final garden hard account only question.,3,Point,77.21109451846829,28.52248158179762,Saket,2024-07-06T17:37:40,False
harassment,Medical strong teach instead crime customer training size game.,3,Point,77.21502225828074,28.539346973022706,Malviya Nagar,2025-02-28T20:17:46,False
other,Reason word outside former official white pattern industry class lawyer smile among.,3,Point,77.04821651929203,28.61801182400832,Kali Basti,2024-09-07T16:23:58,True
other,Police really level defense lose shoulder.,2,Point,77.1521559486309,28.649657017965907,Shadipur Metro,2025-04-26T20:30:06,False
theft,Southern heavy hundred step according act group never central key.,5,Point,77.19194282690982,28.648613051795852,Mera Bridge,2025-02-14T15:51:12,False
unsafe_area,Tree growth wish current exist despite energy company suggest early cultural compare energy.,3,Point,77.18584090636026,28.49918923214052,Chattarpur,2024-07-23T18:32:59,True
theft,Story case pressure those full decision.,4,Point,77.25069306672499,28.50584470388969,Sangam Vihar,2024-12-08T15:30:54,True
unsafe_area,Hard head commercial money sometimes perhaps its represent budget.,3,Point,77.03700469709817,28.585817140227803,Dwarka Sec 9,2025-05-23T06:57:51,False
theft,Some court her hear outside with each.,2,Point,77.42690321643673,28.706454844368636,Hindon Flyover,2024-07-02T09:57:32,False
harassment,Onto take family chance easy picture evidence call meet once major road six.,5,Point,77.21090396951143,28.662718785222328,Sadar Bazar,2025-04-17T16:01:01,False
unsafe_area,Ask meet seem population meeting material less focus hear reason resource manager environmental.,5,Point,77.21908687656668,28.642640754900498,Kamla Bridge,2024-11-17T04:28:36,False
unsafe_area,Power debate thus later doctor despite interesting help church successful effort be seem.,5,Point,77.18580924207778,28.49830103562756,Chattarpur,2024-10-07T01:26:07,False
unsafe_area,Million discover American mention from later it happen marriage event agent.,3,Point,77.21163171778072,28.644909036056355,Paharganj,2024-12-03T00:13:25,False
poor_lighting,Enter away top family maybe national back everybody.,3,Point,77.19101093890829,28.647915609952644,Mera Bridge,2024-09-10T22:05:38,False
other,Budget growth national free push economic seat.,2,Point,77.21975005976341,28.642939523691048,Kamla Bridge,2025-04-08T22:10:04,True
unsafe_area,Course page case talk respond myself end show example.,4,Point,77.12325214317816,28.534713166432898,Mahipalpur,2024-10-27T02:14:10,False
other,Watch state serious activity pressure writer week tend dinner rich decide.,5,Point,77.25072376135402,28.505129340475285,Sangam Vihar,2024-09-13T05:50:47,False
theft,Only need light sport future beat suffer investment walk individual just table.,5,Point,77.1518151253504,28.64900420989668,Shadipur Metro,2024-06-26T03:58:44,True
poor_lighting,Catch them figure scene matter probably great different international sell.,3,Point,77.2113483889685,28.52245530230618,Saket,2025-04-06T17:35:14,False
harassment,Federal only nothing allow cause with yes nothing sometimes trial off hospital.,3,Point,77.27739862288459,28.68229318975483,Seelampur,2024-11-09T13:32:06,True
other,We as hit little forget while police fight.,5,Point,77.1726017074667,28.461372162245787,Fatehpur Beri,2024-08-20T01:10:22,False
theft,Push concern step owner agree current treat.,5,Point,77.05111058126694,28.62272914050275,Uttam Nagar,2024-11-11T08:10:56,True
unsafe_area,Day fact modern lawyer happy action force travel hospital.,5,Point,77.25022618399592,28.590776281378627,Nizamuddin Station,2024-07-27T11:35:49,False
unsafe_area,Movie long attention western tend candidate day.,5,Point,77.04874201108643,28.619127931181435,Kali Basti,2024-11-29T07:47:27,False
theft,City offer financial data respond learn cut yard knowledge station painting east.,5,Point,77.05150341448561,28.621677944097083,Uttam Nagar,2024-10-20T04:52:45,False
theft,These least office say explain thing lead red Republican father party special compare.,2,Point,77.2041210957008,28.528767918890704,Hauzrani,2024-09-19T05:29:36,False
harassment,Tonight run leader treat contain notice hour watch.,4,Point,77.25710057454371,28.734278513250576,Sonia Vihar,2024-09-15T13:30:37,True
unsafe_area,Event physical factor trouble recently reveal describe management.,4,Point,77.0887109019337,28.693539324092793,Begumpur,2025-04-06T08:26:45,True
harassment,Building hard sense mean single improve close debate and ago police put left.,2,Point,77.22045227741941,28.642999185307094,Kamla Bridge,2024-10-25T22:30:38,False
poor_lighting,Talk however action boy true force security machine attention nature drug.,3,Point,77.24452611427895,28.568152591025925,Lajpat Nagar,2024-12-01T11:16:07,False
other,Likely evidence claim stuff parent concern buy.,2,Point,77.15151426925222,28.648422215011344,Shadipur Metro,2025-03-29T10:10:14,True
other,Collection provide action event key concern research throughout mother kind answer.,4,Point,77.13383401799506,28.665879931788847,Zakhira Flyover,2025-02-16T00:03:50,False
other,Political respond to hospital final appear above significant short up hear draw.,4,Point,77.25143211091127,28.50538838372294,Sangam Vihar,2024-07-19T23:10:18,False
poor_lighting,Instead writer front court protect determine.,3,Point,77.21649304764549,28.539563189346502,Malviya Nagar,2025-05-23T02:53:26,False
harassment,Someone store collection cold indeed blue force.,4,Point,77.21106732359512,28.521435108521324,Saket,2025-01-18T18:06:45,False
poor_lighting,Couple debate must voice building degree ground community I first home learn at spring.,3,Point,77.18523300843441,28.499510891374246,Chattarpur,2025-02-21T21:18:54,True
theft,Hard attack despite feeling out work big movie wrong sure commercial where outside.,4,Point,77.25084739583356,28.504186018860324,Sangam Vihar,2025-02-14T11:33:35,False
other,Question win really forward play this fish surface lot friend.,3,Point,77.13430707585243,28.66615311090818,Zakhira Flyover,2025-02-05T19:19:48,False
theft,Large memory score me relate actually again serve buy door investment during bag.,3,Point,77.08829933307818,28.693197998680727,Begumpur,2024-08-06T21:29:55,False
theft,Material dark heart politics draw rise write kitchen theory care.,3,Point,77.2499993908679,28.504405533117577,Sangam Vihar,2024-10-15T19:03:48,False
harassment,Minute within possible eye agency suggest.,2,Point,77.25105162424975,28.592440376259066,Nizamuddin Station,2024-10-21T03:03:04,False
other,Drug much trade professor eat reach rest part high focus.,2,Point,77.21974239307076,28.643596021191513,Kamla Bridge,2024-12-03T06:29:27,False
unsafe_area,Accept thank attorney court plant center daughter begin or story use door back right.,3,Point,77.08973201365934,28.694168789365357,Begumpur,2024-10-13T10:26:02,True
other,Return each computer eat experience large player even.,3,Point,77.18579853983556,28.497708296342577,Chattarpur,2025-04-13T21:31:45,False
other,Bag win huge cold kid measure same set standard soldier after high.,4,Point,77.04907267729305,28.618687433845704,Kali Basti,2025-05-12T03:38:20,True
other,Serve TV organization check risk either less.,5,Point,77.20911683720963,28.662031302530906,Sadar Bazar,2024-12-07T15:16:33,False
other,Heart paper author carry light choice couple actually may.,2,Point,77.03782555619271,28.58625087239983,Dwarka Sec 9,2025-03-23T04:05:51,True
theft,Man understand wait wife health majority political open impact although.,4,Point,77.25072616808627,28.504942690729475,Sangam Vihar,2025-06-07T09:21:12,False
unsafe_area,His not create job effort tree reveal.,3,Point,77.22100439152676,28.64483818588705,GB Road,2024-12-29T09:16:58,False
poor_lighting,Play happy around history interest east local TV guess religious agreement program.,3,Point,77.150962278333,28.648259778457454,Shadipur Metro,2024-08-10T21:46:12,False
harassment,Painting want challenge easy official production claim bring begin.,4,Point,77.18531068009483,28.499208175162014,Chattarpur,2025-03-17T20:04:10,False
theft,Huge only too million country institution stop education few whose.,3,Point,77.0347194845822,28.812345974049055,Bawana,2025-02-25T04:55:24,False
other,Only safe sell under thank body of something sport especially.,4,Point,77.2766000683643,28.682970665873388,Seelampur,2024-09-03T20:18:29,False
unsafe_area,Recognize according collection man best similar individual indicate explain issue computer.,2,Point,77.05122007275544,28.622181086351922,Uttam Nagar,2024-08-25T20:45:46,False
harassment,Cup consider way late sport control arrive.,5,Point,77.21031953824404,28.522789186440924,Saket,2024-08-24T10:33:00,False
