type,description,severity,location.type,location.coordinates,reportedAt,verified
harassment,Reported incident of harassment,1,Point,"[77.301392, 28.374573]",22-11-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.037978, 28.446972]",31-05-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.269346, 28.407964]",21-05-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.422338, 28.633473]",03-05-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.300096, 28.383544]",23-11-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.275028, 28.379685]",09-01-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.191582, 28.6001]",02-09-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.185184, 28.65768]",26-10-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.356416, 28.43764]",15-03-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.255681, 28.645278]",06-04-2025 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.391036, 28.5452]",27-01-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[76.997254, 28.471331]",24-08-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.246232, 28.643237]",08-05-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.359789, 28.557223]",31-08-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.449085, 28.668448]",16-03-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.028858, 28.415358]",18-11-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.016487, 28.413212]",16-03-2025 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.434289, 28.649577]",22-03-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[76.983678, 28.449946]",06-11-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.330886, 28.40109]",05-08-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.2723, 28.427985]",03-02-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.370408, 28.499908]",02-05-2023 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.071443, 28.485599]",29-07-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.281358, 28.419986]",11-12-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.358883, 28.488675]",11-09-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[76.98542, 28.442593]",17-09-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.23108, 28.623759]",04-10-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.246459, 28.596878]",26-10-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[76.994623, 28.434521]",28-03-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.038042, 28.434445]",06-07-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.361819, 28.445905]",14-12-2022 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.075747, 28.465941]",05-03-2025 13:24,FALSE
theft,Reported theft case,3,Point,"[77.404302, 28.489331]",31-05-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[76.978157, 28.445565]",22-03-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.406552, 28.566466]",07-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.446372, 28.708026]",15-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.207208, 28.57397]",02-11-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.217718, 28.643372]",03-02-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.065662, 28.463521]",22-11-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.456914, 28.670469]",01-04-2025 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.40057, 28.554648]",11-02-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.494309, 28.665073]",13-06-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.371159, 28.583612]",09-05-2024 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.449898, 28.622428]",13-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.063646, 28.441665]",17-08-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.502506, 28.640362]",12-05-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.052188, 28.495613]",09-06-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.002993, 28.481892]",04-07-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.248738, 28.661507]",27-12-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.369072, 28.584087]",04-05-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.433705, 28.492443]",03-03-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.170338, 28.646582]",25-08-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.282157, 28.366466]",06-08-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.447482, 28.624073]",11-11-2023 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.468328, 28.63595]",13-12-2022 13:24,FALSE
theft,Reported theft case,2,Point,"[77.388878, 28.517969]",26-04-2025 13:24,TRUE
theft,Reported theft case,2,Point,"[77.073494, 28.481673]",27-11-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.196967, 28.590114]",01-05-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.249461, 28.592036]",20-02-2023 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.409891, 28.57445]",27-04-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.422555, 28.686421]",21-11-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.184085, 28.659802]",15-02-2025 13:24,TRUE
theft,Reported theft case,2,Point,"[77.429995, 28.697293]",05-08-2023 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.417696, 28.667697]",19-03-2025 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.055978, 28.500814]",10-04-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.165866, 28.654867]",10-12-2023 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.326494, 28.404936]",17-07-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.379905, 28.500091]",26-06-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.475357, 28.674422]",21-09-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.336657, 28.391863]",26-04-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.282875, 28.416538]",08-10-2024 13:24,FALSE
theft,Reported theft case,3,Point,"[77.34836, 28.420059]",15-01-2023 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.1934, 28.605539]",18-11-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.328124, 28.449048]",05-05-2023 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.433489, 28.552843]",22-05-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[76.993709, 28.436029]",07-05-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.408384, 28.551332]",27-06-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.439544, 28.576331]",26-01-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[76.990737, 28.475025]",14-03-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.353351, 28.379594]",30-11-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.349136, 28.531295]",05-05-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.406178, 28.682096]",26-07-2024 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.403857, 28.680571]",23-11-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.351584, 28.435772]",21-09-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.322332, 28.440314]",09-12-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.210124, 28.570534]",21-10-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.215701, 28.657001]",19-04-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.007857, 28.458108]",06-05-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.482295, 28.64801]",13-03-2025 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.071167, 28.490416]",15-09-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.434681, 28.547112]",10-01-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.495391, 28.701113]",30-06-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.392665, 28.543444]",09-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.438492, 28.530151]",23-06-2024 13:24,TRUE
theft,Reported theft case,3,Point,"[77.358148, 28.44552]",14-01-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.035428, 28.467432]",02-10-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.498327, 28.64919]",01-12-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.210633, 28.644946]",19-02-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.174401, 28.651477]",20-09-2024 13:24,FALSE
theft,Reported theft case,2,Point,"[77.497746, 28.629715]",06-12-2022 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.368765, 28.567819]",27-04-2024 13:24,FALSE
theft,Reported theft case,2,Point,"[77.472151, 28.696551]",06-04-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.217068, 28.623022]",12-04-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.21259, 28.619212]",27-12-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.463404, 28.661104]",14-04-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.25591, 28.603307]",27-05-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.023851, 28.493758]",27-04-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.034804, 28.487188]",28-04-2025 13:24,FALSE
theft,Reported theft case,3,Point,"[77.502965, 28.674449]",08-04-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.218551, 28.588496]",08-10-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.362438, 28.539893]",03-09-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.045391, 28.489666]",05-04-2023 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.320489, 28.380537]",27-09-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.385367, 28.513423]",12-10-2024 13:24,TRUE
theft,Reported theft case,3,Point,"[77.352874, 28.434563]",02-05-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.435608, 28.516723]",08-11-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.289548, 28.382936]",24-12-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.060738, 28.460642]",15-05-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.38217, 28.501191]",17-05-2025 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.330411, 28.391135]",19-11-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.272812, 28.376483]",27-11-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.362611, 28.583292]",04-01-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.452624, 28.684566]",20-04-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.184053, 28.57312]",16-09-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.40778, 28.64064]",13-03-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[76.996294, 28.426034]",15-12-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.49565, 28.667043]",21-02-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.200386, 28.604931]",12-01-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.430995, 28.702229]",24-02-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.323617, 28.4468]",14-12-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.480676, 28.675277]",19-11-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.198486, 28.572736]",16-02-2025 13:24,FALSE
theft,Reported theft case,4,Point,"[77.270965, 28.414347]",02-02-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[76.99884, 28.412745]",22-03-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.410166, 28.680946]",06-03-2023 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.221352, 28.627093]",23-02-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.335229, 28.457346]",30-12-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.316533, 28.364312]",12-05-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.327285, 28.444051]",21-11-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.017841, 28.438028]",15-01-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.290005, 28.441239]",27-04-2025 13:24,FALSE
theft,Reported theft case,3,Point,"[77.323683, 28.393751]",02-09-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.074147, 28.495464]",30-03-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.33543, 28.401718]",08-06-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.169382, 28.616308]",05-09-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.418496, 28.544004]",26-06-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.346674, 28.489887]",10-02-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.362537, 28.57789]",03-05-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.363086, 28.44659]",18-02-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.342799, 28.503533]",18-02-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.497677, 28.717057]",01-02-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.45567, 28.702247]",24-12-2022 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.4482, 28.695095]",22-08-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.462247, 28.71457]",21-01-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.181, 28.56507]",20-05-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.236301, 28.643128]",16-04-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.163176, 28.569959]",12-10-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.455533, 28.665216]",22-04-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.418443, 28.566271]",13-03-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.282824, 28.404208]",07-12-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.282493, 28.439033]",01-03-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.432254, 28.509569]",18-09-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.480653, 28.71478]",10-12-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.182923, 28.60744]",04-06-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[76.985524, 28.41739]",01-02-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.344268, 28.387585]",03-03-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[76.976698, 28.48596]",28-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.389877, 28.514171]",17-12-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.496951, 28.669155]",27-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.208628, 28.576789]",28-12-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.471972, 28.686309]",13-01-2025 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.312778, 28.441719]",12-04-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[76.985261, 28.470979]",27-12-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.278106, 28.374919]",15-11-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.344101, 28.565506]",22-12-2022 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[76.999106, 28.432815]",24-03-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.204484, 28.564665]",03-02-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.009339, 28.436185]",21-01-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.412549, 28.710118]",12-03-2025 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.427185, 28.68008]",25-10-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.304437, 28.430454]",01-09-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.493439, 28.695827]",02-04-2025 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.223962, 28.643194]",22-11-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.428892, 28.680855]",11-04-2025 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.311897, 28.427051]",31-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.413556, 28.497823]",08-05-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.005977, 28.503406]",12-07-2023 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.39158, 28.535698]",04-11-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.491294, 28.652647]",27-07-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.410277, 28.685981]",21-05-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.194126, 28.608416]",06-03-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.471461, 28.671704]",14-12-2023 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.439498, 28.50168]",30-01-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.353448, 28.502162]",19-08-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.342834, 28.544396]",12-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.238466, 28.587132]",09-09-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.183791, 28.609024]",05-03-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.481261, 28.71563]",03-02-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.44614, 28.697629]",28-06-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.472478, 28.685967]",31-03-2025 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.286244, 28.403887]",31-01-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.014147, 28.419072]",02-02-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.384386, 28.527682]",11-03-2025 13:24,FALSE
theft,Reported theft case,2,Point,"[77.165009, 28.611416]",23-05-2023 13:24,FALSE
theft,Reported theft case,1,Point,"[77.290972, 28.410484]",21-02-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.224414, 28.568886]",31-01-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.368674, 28.539093]",01-12-2023 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.015534, 28.433277]",28-05-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.045146, 28.482946]",21-12-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.196828, 28.599065]",20-12-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.455194, 28.656676]",14-12-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.336685, 28.386041]",03-04-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.375656, 28.556786]",10-09-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.346309, 28.583671]",16-12-2022 13:24,TRUE
theft,Reported theft case,3,Point,"[77.488032, 28.655797]",25-07-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.313464, 28.448591]",16-10-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.224475, 28.629582]",30-06-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[76.986965, 28.473934]",23-05-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.416668, 28.674037]",17-05-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.051804, 28.467932]",01-02-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.465175, 28.641342]",11-09-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.347371, 28.503055]",23-01-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.371227, 28.547519]",30-08-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.312603, 28.397848]",07-10-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.478983, 28.704328]",29-02-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.366303, 28.538024]",01-04-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.432079, 28.670084]",16-04-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.449692, 28.666486]",04-02-2025 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.382147, 28.514516]",02-02-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.375171, 28.553968]",25-12-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.418834, 28.541498]",24-01-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.330121, 28.447504]",05-09-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.431675, 28.63627]",13-01-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.031713, 28.506177]",18-08-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.188292, 28.646435]",20-04-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.348564, 28.359752]",03-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.351695, 28.366642]",13-08-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.293046, 28.398935]",27-11-2023 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.323182, 28.391567]",26-06-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.018217, 28.468296]",27-12-2022 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.200681, 28.581159]",12-09-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.420617, 28.522008]",28-09-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.059303, 28.419767]",28-03-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.230856, 28.615575]",08-04-2025 13:24,FALSE
theft,Reported theft case,1,Point,"[77.252685, 28.565901]",26-12-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.356621, 28.426164]",20-12-2023 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.170058, 28.6291]",01-04-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.290886, 28.457326]",09-02-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.411418, 28.502332]",24-02-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.302019, 28.410402]",22-03-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.346829, 28.488635]",11-08-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.405238, 28.656082]",08-04-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.31788, 28.361799]",22-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.420943, 28.557536]",02-05-2024 13:24,FALSE
theft,Reported theft case,4,Point,"[77.496425, 28.665868]",01-03-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.045767, 28.466657]",08-11-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.359969, 28.569989]",17-07-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.272691, 28.377677]",28-04-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.302083, 28.385522]",26-06-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.422057, 28.67402]",15-12-2022 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.36682, 28.382906]",16-05-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.455003, 28.696831]",25-06-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.215158, 28.640929]",29-08-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.342354, 28.585199]",02-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.027307, 28.459802]",28-02-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.371288, 28.509553]",26-01-2025 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.19159, 28.58285]",28-09-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.425185, 28.62539]",07-02-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.032537, 28.502198]",01-07-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.452014, 28.659234]",12-06-2023 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.18103, 28.640429]",23-03-2024 13:24,TRUE
